n_people,active_rate,mean_net_gain_loss_usd,median_net_gain_loss_usd,p_loss_over_500,p_loss_over_2000,p_loss_over_5000,total_net_gain_loss_usd
30000,0.3124,-821.8884726729868,0.0,0.18893333333333334,0.165,0.12493333333333333,-24656654.180189606
